,doi
8866,10.1111/j.1467-9515.2006.00491.x
8867,10.1111/j.1468-0408.2007.00420.x
8868,10.1002/jcaf.21965
8869,10.1145/1342327.1342338
8870,10.1049/iet-gtd:20080408
8871,10.1080/13600800902974310
8872,10.1007/s10726-008-9105-2
8873,10.1111/j.1475-3995.2012.00871.x
8874,10.1080/13511610802568031
8875,10.1080/09603107.2013.870650
8876,10.3168/jds.2014-8327
8877,10.1080/0951192X.2011.562542
8878,10.1377/hlthaff.2012.1114
8879,10.1007/s10726-006-9062-6
8880,10.1111/poms.12338
8881,10.1007/s10726-005-0283-x
8882,10.1002/asi.20218
8883,10.1007/s10257-012-0189-5
8884,10.1002/asi.21592
8885,10.1002/agr.21416
8886,10.1080/09544828.2010.524886
8887,10.1080/10580530.2010.498274
8888,10.1080/00207543.2011.565156
8889,10.2308/isys-50561
8890,10.1080/09585190500366201
8891,10.1080/01442870601121395
8892,10.1002/asi.20348
8893,10.1080/09654313.2012.650903
8894,10.1111/j.1365-2575.2006.00229.x
8895,10.1080/00207540802448874
8896,10.1002/kpm.348
8897,10.1080/14783360902863721
8898,10.1007/s10845-008-0087-3
8899,10.1377/hlthaff.2012.0354
8900,10.1111/j.1467-8683.2009.00731.x
8901,10.1057/rpm.2008.56
8902,10.1377/hlthaff.2013.1005
8903,10.1007/s00224-011-9346-3
8904,10.1080/08920753.2012.692309
8905,10.1080/17517570701275390
8906,10.1080/14783360600588158
8907,10.1145/1145287.1145310
8908,10.1080/09544820500287359
8909,10.1002/asi.21079
8910,10.1377/hlthaff.2012.0385
8911,10.3233/GOV20110239
8912,10.1002/ecj.10393
8913,10.1111/j.1540-4609.2007.00139.x
8914,10.1287/orsc.1050.0146
8915,10.1080/09544820512331327731
8916,10.1080/02664763.2013.799127
8917,10.1002/asi.20512
8918,10.2753/PET1061-1991511202
8919,10.1002/pmj.20180
8920,10.1080/13504850802297939
8921,10.1080/13669877.2013.879492
8922,10.1111/j.1467-9671.2012.01311.x
8923,10.1007/s10729-009-9121-z
8924,10.1080/0144929X.2012.690781
8925,10.1287/opre.2015.1376
8926,10.1080/00207721.2014.993744
8927,10.1145/1060710.1060717
8928,10.1080/10580530.2011.562127
8929,10.3233/IFS-151932
8930,10.1080/00207543.2012.752585
8931,10.1080/00207540802570651
8932,10.1111/j.1468-2958.2006.00002.x
8933,10.3233/IFS-141155
8934,10.1080/00207540802036257
8935,10.1590/1807-7692bar2014130002
8936,10.1080/09540962.2015.1047271
8937,10.1509/jmr.13.0270
8938,10.1002/CJAS.73
8939,10.1007/s10257-010-0162-0
8940,10.1007/s40171-013-0037-6
8941,10.1080/01449290600874865
8942,10.1089/cpb.2007.0045
8943,10.1007/s10845-011-0571-z
8944,10.1007/s10845-010-0391-6
8945,10.1002/bse.597
8946,10.1080/10919390701807525
8947,10.1080/17517570802422461
8948,10.1145/1666420.1666454
8949,10.1145/2835376
8950,10.1002/asi.23305
8951,10.1007/s10257-007-0067-8
8952,10.1002/sres.860
8953,10.1111/j.1467-8691.2008.00496.x
8954,10.1300/J162v07n03.03
8955,10.1080/07421222.2014.1001258
8956,10.1080/08982112.2014.846125
8957,10.1111/j.1468-0394.2012.00651.x
8958,10.1049/iet-map.2008.0204
8959,10.1145/2000824.2000827
8960,10.1049/iet-com.2011.0015
8961,10.1007/s00607-010-0140-x
8962,10.1093/jigpal/jzv008
8963,10.1007/s10257-010-0135-3
8964,10.1080/0144929X.2011.556006
8965,10.1080/09511920701381255
8966,10.1145/2742488
8967,10.1145/2133806.2133825
8968,10.1111/j.1468-5957.2006.00645.x
8969,10.1002/sres.918
8970,10.3991/ijac.v5i1.1885
8971,10.1145/2018396.2018399
8972,10.1080/00207543.2010.550697
8973,10.1007/s10436-010-0155-5
8974,10.1377/hlthaff.2012.0902
8975,10.1111/jbfa.12078
8976,10.1111/j.0267-4424.2006.00390.x
8977,10.1080/1528008X.2013.749386
8978,10.1007/s10869-011-9241-6
8979,10.3233/IFS-120688
8980,10.1287/mnsc.1040.0296
8981,10.1509/jmkr.43.3.355
8982,10.1002/asi.21481
8983,10.1007/s10257-011-0166-4
8984,10.1080/08920750600970537
8985,10.1080/00207540903564967
8986,10.1002/asi.23074
8987,10.1080/00207540701636330
8988,10.1111/j.1365-2575.2012.00416.x
8989,10.1145/1247001.1247009
8990,10.1377/hlthaff.2014.0038
8991,10.1002/asi.21116
8992,10.1049/ip-com:20041153
8993,10.1145/2461256.2461276
8994,10.1080/09640568.2013.763774
8995,10.1111/1468-0009.12090
8996,10.5709/ce.1897-9254.71
8997,10.1080/00207543.2012.752114
8998,10.1002/cind.7877#95;6.x
8999,10.1080/10580530701777123
9000,10.1061/(ASCE)0742-597X(2009)25:2(77)
9001,10.1007/s40273-014-0168-4
9002,10.1287/mnsc.1110.1447
9003,10.1080/00207540701261634
9004,10.1007/s10726-011-9265-3
9005,10.1080/02642060902852916
9006,10.1080/00207540701739589
9007,10.1111/j.1475-3995.2005.00489.x
9008,10.1111/j.1540-4609.2008.00167.x
9009,10.1080/09585192.2014.890121
9010,10.1080/1360080X.2013.748524
9011,10.1007/s11235-013-9752-8
9012,10.1016/S0140-6736(06)69156-3
9013,10.1080/17517575.2013.857792
9014,10.1111/j.1540-6296.2010.01178.x
9015,10.1142/S0218539313500186
9016,10.3233/IFS-151975
9017,10.1007/s11067-009-9108-9
9018,10.1080/0740817X.2010.541415
9019,10.1111/j.1365-2575.2008.00312.x
9020,10.3233/IFS-141472
9021,10.1080/10580530701404645
9022,10.1080/00207540601020478
9023,10.1002/jcaf.22062
9024,10.1080/00207543.2011.652744
9025,10.1007/s11067-014-9281-3
9026,10.1007/s11149-007-9033-0
9027,10.1080/17517570802262719
9028,10.1080/17517570802317901
9029,10.1080/0951192052000288279
9030,10.1080/15332845.2015.1002072
9031,10.1080/07408170902906001
9032,10.1377/hlthaff.2013.1256
9033,10.1258/hsmr.2011.011005
9034,10.1080/00207543.2010.535037
9035,10.1145/1064830.1064847
9036,10.1080/00207543.2013.765072
9037,10.1007/s00291-006-0074-z
9038,10.1007/s10729-006-7664-9
9039,10.1007/s11414-006-9039-x
9040,10.3846/16111699.2014.976255
9041,10.1287/orsc.1070.0310
9042,10.1080/10580530903017781
9043,10.1080/10580530903245705
9044,10.1080/17517570601088539
9045,10.1111/faam.12009
9046,10.1145/1232743.1232763
9047,10.1080/00207540903460216
9048,10.2105/AJPH.2014.302262
9049,10.1111/j.1467-9671.2006.01016.x
9050,10.1080/08997764.2013.842920
9051,10.1080/09511920701566624
9052,10.1287/ijoc.1050.0136
9053,10.3233/JCS-2010-0405
9054,10.3233/IFS-130931
9055,10.1080/15332969.2011.581902
9056,10.1145/1076211.1076249
9057,10.1080/09528130902723708
9058,10.1002/asi.21593
9059,10.1002/itdj.20116
9060,10.1080/00207543.2010.524260
9061,10.1080/00207543.2014.951094
9062,10.1080/00207540802216388
9063,10.1080/03056240500121230
9064,10.1287/isre.1100.0286
9065,10.1002/csr.1294
9066,10.5437/08956308X5602045
9067,10.1049/iet-com.2008.0319
9068,10.1002/asi.21699
9069,10.1093/bib/bbm015
9070,10.1007/s10479-011-0910-7
9071,10.1080/0144929X.2010.510210
9072,10.2308/accr-10168
9073,10.1080/07421222.2015.1095042
9074,10.1111/j.1468-0394.2006.00410.x
9075,10.1007/s10726-013-9355-5
9076,10.5277/ord150304
9077,10.3233/IFS-130971
9078,10.1111/j.1467-8551.2011.00774.x
9079,10.1080/10580530701221072
9080,10.1080/10447310802335482
9081,10.1007/s11235-013-9697-y
9082,10.1007/s11213-009-9161-9
9083,10.1007/s00291-005-0012-5
9084,10.1377/hlthaff.2014.0380
9085,10.1300/J111v46n02-03
9086,10.1145/2408776.2408789
9087,10.1300/J066v19n01-03
9088,10.1007/s11235-013-9855-2
9089,10.1111/j.1540-6296.2011.01195.x
9090,10.1300/J109v12n02-03
9091,10.1080/0144929X.2010.516019
9092,10.1080/15472450.2013.856712
9093,10.1002/asi.20419
9094,10.5709/ce.1897-9254.72
9095,10.6017/ital.v34i2.5770
9096,10.1111/j.1467-9671.2012.01336.x
9097,10.1111/pirs.12069
9098,10.1002/sd.1578
9099,10.1080/09585192.2012.725071
9100,10.1111/j.1365-2575.2007.00233.x
9101,10.1007/s11517-012-0888-6
9102,10.1145/1198296.1198298
9103,10.2753/JEC1086-4415130102
9104,10.1080/07421222.2015.1138361
9105,10.2753/MIS0742-1222300303
9106,10.1080/0951192X.2010.527374
9107,10.1007/s00607-014-0404-y
9108,10.1287/isre.2015.0566
9109,10.1007/s10845-010-0380-9
9110,10.1111/j.1937-5956.2010.01077.x
9111,10.1080/10447310701362934
9112,10.1002/kpm.1439
9113,10.1145/1735223.1735256
9114,10.1080/10580530.2014.890445
9115,10.1287/mnsc.1110.1460
9116,10.5755/j01.em.17.4.2991
9117,10.2753/MIS0742-1222270204
9118,10.5465/AMP.2007.25356512
9119,10.1258/hsmr.2008.008019
9120,10.1111/j.1467-9299.2008.00712.x
9121,10.1080/0144929X.2013.830335
9122,10.1287/mnsc.2014.2086
9123,10.1080/09640560802423509
9124,10.3991/ijac.v2i4.992
9125,10.1080/01426397.2014.902921
9126,10.1111/j.1540-4609.2005.00068.x
9127,10.1002/itdj.20091
9128,10.1287/opre.2013.1217
9129,10.5465/AMP.2011.61020805
9130,10.1080/01930826.2012.707947
9131,10.1080/02681102.2014.902354
9132,10.1111/j.1467-8640.2010.00359.x
9133,10.1111/j.1468-0009.2011.00619.x
9134,10.1111/j.1475-3995.2008.00651.x
9135,10.1080/01972240902848831
9136,10.1111/poms.12199
9137,10.1007/s11142-007-9055-y
9138,10.1111/j.1937-5956.2009.01003.x
9139,10.1377/hlthaff.2014.0771
9140,10.1007/s10207-009-0077-2
9141,10.3934/jimo.2013.9.13
9142,10.1137/080737551
9143,10.1061/(ASCE)0733-9364(2008)134:10(786)
9144,10.1377/hlthaff.28.2.393
9145,10.1080/08959280701332018
9146,10.1080/07421222.2015.1138368
9147,10.1111/exsy.12083
9148,10.1002/asi.22889
9149,10.1287/msom.1060.0119
9150,10.1080/09654313.2012.758688
9151,10.1287/opre.2013.1245
9152,10.1111/j.1467-9671.2008.01137.x
9153,10.1080/00207540701305522
9154,10.1007/s10660-009-9034-4
9155,10.3233/IKS-2009-0131
9156,10.1002/nvsm.412
9157,10.1080/0144929X.2010.490922
9158,10.1137/060651380
9159,10.1179/2047971913Y.0000000040
9160,10.1080/07408170601181674
9161,10.1061/(ASCE)CO.1943-7862.0000389
9162,10.1111/j.1467-8659.2009.01708.x
9163,10.1007/s10726-005-0318-3
9164,10.1287/opre.2015.1438
9165,10.1007/s10257-014-0248-1
9166,10.1080/002075412331317836
9167,10.1080/00207540802230462
9168,10.1007/s10479-012-1071-z
9169,10.1287/isre.2013.0474
9170,10.1377/hlthaff.26.2.wl22
9171,10.1080/00207543.2015.1084060
9172,10.1007/s10257-009-0115-7
9173,10.1111/j.1540-4609.2008.00212.x
9174,10.1080/10580530701404306
9175,10.1002/itdj.20064
9176,10.1007/s10257-007-0050-4
9177,10.1300/J111v46n01-08
9178,10.1080/01972240902848880
9179,10.1145/1183236.1183269
9180,10.1111/j.1467-646X.2008.01023.x
9181,10.1111/deci.12012
9182,10.1377/hlthaff.2013.0171
9183,10.1111/j.1937-5956.2010.01215.x
9184,10.1287/msom.1060.0108
9185,10.1111/j.1365-2575.2007.00275.x
9186,10.1287/inte.2013.0727
9187,10.1287/msom.1120.0424
9188,10.1002/asi.23062
9189,10.1057/bm.2010.36
9190,10.1080/00207543.2015.1047975
9191,10.1377/hlthaff.27.1.246
9192,10.1080/10580530.2013.794632
9193,10.1111/reel.12019
9194,10.1057/palgrave.dam.3650058
9195,10.1080/09511920802023012
9196,10.1007/s10257-012-0192-x
9197,10.1007/s00224-005-1260-0
9198,10.1007/s40171-013-0055-4
9199,10.1145/1325555.1325558
9200,10.1007/s40622-013-0005-1
9201,10.3233/IKS-2009-0141
9202,10.1057/dbm.2009.29
9203,10.1007/s10726-010-9189-3
9204,10.1080/00207543.2014.938835
9205,10.1287/trsc.1050.0133
9206,10.1080/07421222.2015.1068604
9207,10.1002/jcaf.21764
9208,10.1287/ijoc.1050.0171
9209,10.1377/hlthaff.2012.0544
9210,10.1080/09511920701501753
9211,10.1007/s10726-015-9427-9
9212,10.1111/j.0737-6782.2005.00112.x
9213,10.1002/job.331
9214,10.1300/J147v31n01-01
9215,10.1080/10580530701586086
9216,10.1002/isaf.1328
9217,10.1111/j.1365-2575.2005.00200.x
9218,10.7172/2353-6845.jbfe.2015.1.7
9219,10.1287/mnsc.2014.2066
9220,10.1111/exsy.12110
9221,10.1080/07421222.2015.1029380
9222,10.1145/1125944.1125979
9223,10.1007/s11414-008-9135-1
9224,10.3934/jimo.2013.9.455
9225,10.1080/14783363.2011.637785
9226,10.1111/j.1467-9671.2010.01233.x
9227,10.1057/dam.2010.26
9228,10.1007/s11235-010-9369-0
9229,10.1111/j.1365-2575.2008.00319.x
9230,10.1080/01608061.2012.729391
9231,10.1080/00207540412331331407
9232,10.1111/j.1468-0351.2012.00443.x
9233,10.2753/MIS0742-1222310102
9234,10.1080/00207540902998323
9235,10.1207/s15427625tcq1401_3
9236,10.1080/07408170701245338
9237,10.1080/01441640500333677
9238,10.1080/15332861.2015.1081792
9239,10.1002/asi.22839
9240,10.1061/(ASCE)ME.1943-5479.0000151
9241,10.1111/j.1540-4609.2009.00233.x
9242,10.1287/trsc.2013.0459
9243,10.1111/j.1365-2575.2009.00333.x
9244,10.1162/1088198054821573
9245,10.1179/2047971913Y.0000000034
9246,10.2308/isys-50331
9247,10.1080/0951192X.2010.524248
9248,10.1377/hlthaff.24.5.1180
9249,10.5437/08956308X5703004
9250,10.1002/asi.20523
9251,10.1080/09537287.2015.1033489
9252,10.1287/isre.1050.0065
9253,10.1145/1610252.1610284
9254,10.1111/j.1468-0394.2006.00411.x
9255,10.1002/sdr.1482
9256,10.3233/IKS-2009-0152
9257,10.1080/02664760802318651
9258,10.1080/10580530.2012.661631
9259,10.1080/02681102.2012.751570
9260,10.1080/0951192X.2011.608722
9261,10.1002/pa.1457
9262,10.1007/s10766-010-0138-1
9263,10.1080/00207540902896212
9264,10.1111/j.1475-3995.2007.00577.x
9265,10.1080/00207543.2013.807953
9266,10.3846/btp.2013.11
9267,10.1080/02681102.2011.561279
9268,10.1111/j.1467-9310.2006.00445.x
9269,10.1377/hlthaff.2014.0373
9270,10.1111/j.1465-7287.2009.00178.x
9271,10.1057/dam.2008.52
9272,10.1007/s11235-010-9409-9
9273,10.1007/s10729-007-9045-4
9274,10.1002/ert.20075
9275,10.1080/01449290902915754
9276,10.2753/JOA0091-3367390406
9277,10.1080/00207540801935616
9278,10.5465/AMR.2011.65554745
9279,10.1080/10580530.2015.983006
9280,10.1080/10580530701221023
9281,10.3233/JCS-2009-0342
9282,10.1080/09640568.2012.716368
9283,10.1080/07421222.2015.1063284
9284,10.1007/s00168-010-0392-6
9285,10.1377/hlthaff.28.1.404
9286,10.1093/imaman/dpi035
9287,10.1016/j.serrev.2010.03.004
9288,10.1007/s11517-007-0271-1
9289,10.1080/07370024.2013.823823
9290,10.1287/msom.1070.0170
9291,10.1080/13669870801967143
9292,10.3991/ijac.v7i3.3985
9293,10.1080/00207543.2010.492802
9294,10.1007/s10479-009-0651-z
9295,10.1080/10580530903018128
9296,10.1287/orsc.2013.0893
9297,10.1080/09613218.2013.769745
9298,10.1080/17517570701646590
9299,10.2753/MIS0742-1222300100
9300,10.1080/08832323.2013.856281
9301,10.1287/msom.1050.0084
9302,10.1007/s10726-013-9371-5
9303,10.2753/MIS0742-1222290405
9304,10.1080/10580530701586037
9305,10.5465/AMJ.2006.21794674
9306,10.1080/01449290500330299
9307,10.1287/mnsc.1110.1430
9308,10.1080/09672560600875547
9309,10.1080/00207540500216748
9310,10.1080/10580530801941124
9311,10.1111/j.1365-2575.2007.00280.x
9312,10.1111/j.1835-2561.2010.00083.x
9313,10.1007/s10207-010-0114-1
9314,10.3233/IKS-2009-0138
9315,10.1080/0144929X.2015.996976
9316,10.2105/AJPH.2004.052985
9317,10.1080/15332861.2010.487414
9318,10.1111/j.1540-5915.2008.00209.x
9319,10.2308/iace-51174
9320,10.1111/j.1540-5915.2012.00383.x
9321,10.1377/hlthaff.2014.1165
9322,10.1080/02664760903148791
9323,10.1007/s10207-008-0068-8
9324,10.1080/13547860902975648
9325,10.1287/isre.1080.0214
9326,10.1002/sdr.405
9327,10.1080/10580530902797631
9328,10.1007/s10257-009-0125-5
9329,10.1111/dsji.12049
9330,10.1111/j.1475-3995.2007.00578.x
9331,10.1111/j.1468-0408.2010.00504.x
9332,10.1002/asi.20219
9333,10.1061/(ASCE)EE.1943-7870.0000698
9334,10.1007/s11235-010-9344-9
9335,10.1145/1314215.1314218
9336,10.3233/JCS-130489
9337,10.3168/jds.2008-1721
9338,10.1080/08982110500251212
9339,10.1108/02756660810845660
9340,10.1111/j.1468-0270.2010.02003_4.x
9341,10.1002/asi.21538
9342,10.1145/1039539.1039556
9343,10.1002/hrm.21602
9344,10.1007/s10660-006-1180-3
9345,10.1061/(ASCE)0733-9364(2008)134:8(592)
9346,10.1007/s10479-010-0783-1
9347,10.1080/09571264.2010.530106
9348,10.1007/s11213-014-9330-3
9349,10.1080/13669871003782744
9350,10.1080/01446191003735500
9351,10.1007/s10729-005-2008-8
9352,10.1080/09613210903169394
9353,10.1111/j.1468-5973.2011.00638.x
9354,10.1080/08985620701645126
9355,10.1080/09585192.2012.655758
9356,10.1080/03081060.2015.1079389
9357,10.1061/(ASCE)CO.1943-7862.0000257
9358,10.1377/hlthaff.2012.0110
9359,10.1002/asmb.900
9360,10.1080/0144929X.2011.563792
9361,10.12948/issn14531305/18.1.2014.15
9362,10.1080/10580530902794745
9363,10.1145/2398356.2398377
9364,10.1080/00207543.2013.867084
9365,10.7595/management.fon.2014.0012
9366,10.1111/j.1467-8616.2007.00478.x
9367,10.1093/bib/bb1012
9368,10.1111/j.1530-9290.2010.00304.x
9369,10.1007/s00291-013-0339-2
9370,10.1080/10580530.2013.832964
9371,10.1002/itdj.20075
9372,10.1080/00207543.2011.574502
9373,10.1007/s11235-010-9408-x
9374,10.3722/cadaps.2012.207-214
9375,10.1080/00207543.2014.975373
9376,10.1080/07421222.2014.994589
9377,10.1080/00207540701510063
9378,10.1007/s10257-010-0152-2
9379,10.1002/asi.21270
9380,10.1037/1076-8998.10.3.239
9381,10.3233/IDA-2009-0377
9382,10.1007/s11235-008-9128-7
9383,10.1080/13571510903227023
9384,10.1080/00207540500095852
9385,10.1002/tqem.20144
9386,10.3233/IDA-150719
9387,10.1287/msom.1070.0193
9388,10.1007/s10726-006-9052-8
9389,10.1145/2184319.2184337
9390,10.1111/j.1475-3995.2009.00746.x
9391,10.3233/WOR-152114
9392,10.1145/1344411.1344417
9393,10.3233/IFS-130767
9394,10.1080/00207543.2013.854939
9395,10.1080/02672570903498819
9396,10.3168/jds.2013-6948
9397,10.1089/cpb.2006.9.325
9398,10.1287/inte.2013.0729
9399,10.1080/00207543.2013.774474
9400,10.1089/cyber.2012.0215
9401,10.1007/s11187-005-1161-2
9402,10.1111/j.1467-8691.2005.00336.x
9403,10.1111/j.1539-6924.2008.01112.x
9404,10.1007/s11235-009-9175-8
9405,10.1080/09640568.2013.819317
9406,10.1111/j.1745-493X.2007.00038.x
9407,10.1215/03616878-2888381
9408,10.1080/01972240903212623
9409,10.3233/IP-2011-0223
9410,10.1287/isre.1100.0317
9411,10.1002/ncr.199
9412,10.1287/isre.2013.0497
9413,10.1007/s11077-005-2309-2
9414,10.1287/isre.1100.0294
9415,10.1080/07408170701598108
9416,10.3233/IFS-130970
9417,10.1057/dam.2008.13
9418,10.1111/poms.12312
9419,10.1007/s11067-007-9029-4
9420,10.12948/issn14531305/17.2.2013.13
9421,10.1080/13600830902727905
9422,10.1287/isre.1110.0349
9423,10.1061/(ASCE)CO.1943-7862.0000102
9424,10.1080/00207540701673465
9425,10.1080/10919392.2015.1087702
9426,10.1287/mnsc.2013.1808
9427,10.1080/0951192X.2010.543153
9428,10.1080/10580530801941389
9429,10.1080/14719030701340390
9430,10.1007/s10479-007-0269-y
9431,10.1007/s10729-009-9099-6
9432,10.2753/JEC1086-4415150101
9433,10.1080/00207540701802452
9434,10.4067/S0718-18762013000200011
9435,10.1080/09585192.2012.697715
9436,10.3233/SJI-140822
9437,10.1287/isre.1090.0254
9438,10.1007/s10845-008-0193-2
9439,10.3233/IKS-2009-0158
9440,10.1111/poms.12362
9441,10.1377/hlthaff.2011.0089
9442,10.1007/s10693-011-0107-x
9443,10.1080/0144929X.2011.634435
9444,10.1287/isre.2014.0556
9445,10.1111/j.1540-5885.2012.00916.x
9446,10.1080/10580530.2012.660820
9447,10.1080/02642060601038627
9448,10.1080/01446193.2010.489925
9449,10.1145/1435417.1435423
9450,10.1080/10580530.2011.536115
9451,10.1002/pmj.20015
9452,10.1080/0144929X.2014.893611
9453,10.5755/j01.ee.26.1.4873
9454,10.1080/15470141003587574
9455,10.1049/iet-com:20050368
9456,10.1080/02642069.2010.485635
9457,10.1111/j.1468-0394.2005.00315.x
9458,10.1145/2655690
9459,10.1080/14783360802351546
9460,10.3233/IFS-141256
9461,10.1080/09654313.2011.586186
9462,10.1002/jtr.871
9463,10.1049/iet-com.2010.0370
9464,10.1007/s10551-012-1592-z
9465,10.1007/s10257-010-0141-5
9466,10.2105/AJPH.2014.302449
9467,10.1049/cce:20060606
9468,10.1080/00207543.2013.878055
9469,10.1377/hlthaff.2012.1060
9470,10.1111/j.1539-6924.2012.01792.x
9471,10.1080/03081060.2014.997453
9472,10.1049/ir:20060209
9473,10.1377/hlthaff.2013.1318
9474,10.1080/0951192X.2011.579166
9475,10.1111/j.1744-6570.2006.00039.x
9476,10.1049/iet-cdt.2009.0010
9477,10.1002/asi.22763
9478,10.1080/03003930802044544
9479,10.1002/asi.21474
9480,10.2753/MIS0742-1222310100
9481,10.2105/AJPH.2012.300674
9482,10.1007/s11293-008-9111-4
9483,10.1111/j.1467-9310.2010.00594.x
9484,10.1007/s11257-012-9122-3
9485,10.1080/02697459.2015.1045225
9486,10.1080/14783360601051859
9487,10.3934/jimo.2013.9.323
9488,10.1007/s10845-009-0290-x
9489,10.1080/09544828.2012.690859
9490,10.1061/(ASCE)CO.1943-7862.0000116
9491,10.1111/j.1539-6924.2011.01702.x
9492,10.1207/s15327590ijhc2102_6
9493,10.1111/j.1365-2575.2007.00255.x
9494,10.1111/j.1468-0394.2005.00297.x
9495,10.1002/pmj.20052
9496,10.1002/nvsm.1535
9497,10.1111/j.1365-2575.2007.00234.x
9498,10.3233/WOR-2010-0974
9499,10.1145/2018396.2018423
9500,10.1080/0144929X.2010.549509
9501,10.1057/palgrave.dam.3650041
9502,10.1287/mnsc.1110.1425
9503,10.3934/jimo.2015.11.1393
9504,10.1111/j.1539-6924.2009.01310.x
9505,10.1080/07408170590516764
9506,10.1111/j.1365-2575.2012.00402.x
9507,10.1049/iet-com:20070231
9508,10.1080/0267257100359/1770
9509,10.1007/s10109-009-0089-5
9510,10.1080/14783360500054319
9511,10.1080/08920750500364898
9512,10.1080/08920753.2015.1046808
9513,10.1002/itdj.20059
9514,10.1093/imaman/dpi006
9515,10.1287/moor.1080.0367
9516,10.5465/AMP.2009.45590137
9517,10.1145/2556940
9518,10.1007/s10660-012-9102-z
9519,10.1145/1646353.1646362
9520,10.1080/00207540701463297
9521,10.1111/j.1467-9671.2010.01206.x
9522,10.1377/hlthaff.2011.0071
9523,10.12948/issn14531305/19.3.2015.08
9524,10.1007/s10479-014-1549-y
9525,10.1007/s00224-008-9155-5
9526,10.1080/00207543.2014.939241
9527,10.1111/isj.12031
9528,10.1080/00207543.2012.761361
9529,10.1080/10572250701588608
9530,10.1080/17517575.2012.763190
9531,10.1111/isj.12001
9532,10.3233/IP-2010-0198
9533,10.1111/j.1365-2575.2007.00266.x
9534,10.1080/10580530801941058
9535,10.1002/sres.823
9536,10.1111/j.1468-0394.2008.00458.x
9537,10.1080/15332667.2013.846735
9538,10.1111/j.1468-0009.2006.00441.x
9539,10.1080/01930826.2010.488975
9540,10.1080/09603107.2014.920476
9541,10.3991/ijac.v8i1.4438
9542,10.1002/asi.21627
9543,10.1002/asi.22849
9544,10.1002/kpm.1459
9545,10.3934/jimo.2013.9.471
9546,10.1145/1378727.1389973
9547,10.1080/00207540802616843
9548,10.1002/tqem.20187
9549,10.1111/j.1099-1123.2005.00267.x
9550,10.1080/00207543.2013.807376
9551,10.1081/QEN-200056498
9552,10.1007/s11002-013-9264-z
9553,10.1002/asi.22847
9554,10.3233/IP-2011-0228
9555,10.1111/j.1365-2575.2011.00393.x
9556,10.1145/2593687
9557,10.1080/10580530.2013.739891
