,doi
5734,10.1258/095148406778951466
5735,10.1177/0972262912460212
5736,10.1057/rlp.2009.26
5737,10.1377/hlthaff.2011.0799
5738,10.1007/s10257-008-0085-1
5739,10.1145/1247715.1247716
5740,10.1080/14783363.2012.657387
5741,10.1049/iet-com:20045277
5742,10.1080/0144929X.2012.745606
5743,10.1080/10580530801941280
5744,10.1080/15427560.2011.602484
5745,10.1007/s10845-012-0717-7
5746,10.1080/17517570701507685
5747,10.1258/hsmr.2007.007017
5748,10.2308/jis.2011.25.1.37
5749,10.1093/ei/cbi028
5750,10.1111/j.1365-2575.2010.00365.x
5751,10.1080/15332861.2014.961331
5752,10.1080/09511920601160122
5753,10.1080/14783360701231302
5754,10.1287/opre.1090.0750
5755,10.1111/j.1467-8683.2009.00777.x
5756,10.1049/iet-cdt:20070028
5757,10.1145/1314215.1314229
5758,10.1287/isre.2013.0486
5759,10.1111/j.1467-9671.2012.01325.x
5760,10.1080/09544828.2011.636735
5761,10.1080/10580530.2010.493810
5762,10.1057/jdg.2008.27
5763,10.1111/j.1365-2575.2007.00289.x
5764,10.1111/j.0272-4332.2005.00573.x
5765,10.1111/j.1467-9310.2010.00610.x
5766,10.1111/j.1475-3995.2005.00500.x
5767,10.1080/10572252.2011.528344
5768,10.1007/s10207-008-0075-9
5769,10.1080/08839514.2011.607009
5770,10.1145/2328967.2328969
5771,10.1061/(ASCE)0742-597X(2009)25:2(50)
5772,l0.1377/hlthaff.20l2.1144
5773,10.1002/asi.21133
5774,10.1002/asi.20678
5775,10.1049/iet-opt.2009.0052
5776,10.1002/sdr.333
5777,10.1080/03643107.2011.599479
5778,10.1007/s11235-010-9331-1
5779,10.1080/00207540902927918
5780,10.1007/s10257-005-0028-z
5781,10.1080/02642069.2011.575131
5782,10.1007/s00224-007-9078-6
5783,10.1002/asi.22676
5784,10.1002/sdr.1517
5785,10.1002/itdj.20119
5786,10.1080/10580530802384795
5787,10.1111/j.1539-6924.2009.01284.x
5788,10.1080/09585190902985277
5789,10.1007/s10207-014-0267-4
5790,10.1007/s11235-013-9828-5
5791,10.1080/0952813X.2014.971439
5792,10.2753/MIS0742-1222290407
5793,10.1145/1646353.1646386
5794,10.1111/j.1540-5885.2009.00336.x
5795,10.1287/opre.1110.0920
5796,10.2308/jis.2010.24.2.107
5797,10.1002/sres.1015
5798,10.1002/bse.1795
5799,10.1080/10580530.2014.854104
5800,10.1145/2660765
5801,10.1258/hsmr.2011.011012
5802,10.1007/s11747-012-0310-9
5803,10.1002/mcda.434
5804,10.1386/tmsd.11.2.177_1
5805,10.1145/1107458.1107461
5806,10.1002/fut.20369
5807,10.1215/03616878-2813719
5808,10.11981000313007X244457
5809,10.1377/hlthaff.2010.0573
5810,10.1080/00207721.2013.807383
5811,10.1080/09585192.2012.672447
5812,10.1080/09640568.2012.698985
5813,10.1080/17517575.2013.830340
5814,10.5755/j01.em.17.2.2206
5815,10.1080/13545701.2010.504014
5816,10.1080/09654310903141797
5817,10.1080/09537325.2015.1019451
5818,10.1080/00207543.2010.518990
5819,10.1111/j.1365-2575.2006.00221.x
5820,10.1002/jcaf.20725
5821,10.1111/j.1468-0394.2006.00416.x
5822,10.1179/2047971913Y.0000000057
5823,10.1287/ijoc.1070.0255
5824,10.1287/isre.2014.0547
5825,10.1002/kpm.1417
5826,10.1111/milq.12003
5827,10.12948/issn14531305/17.3.2013.12
5828,10.1016/j.serrev.2012.08.005
5829,10.1111/j.1540-5915.2005.00065.x
5830,10.1111/poms.12329
5831,10.1111/isj.12025
5832,10.1080/0951192X.2012.685761
5833,10.1080/00207540903443261
5834,10.2753/MIS0742-1222300408
5835,10.1007/s10257-012-0199-3
5836,10.1111/j.1540-6288.2012.00329.x
5837,10.1007/s00291-010-0201-8
5838,10.1007/s10726-005-2408-7
5839,10.1002/sres.965
5840,10.1080/07408170590969861
5841,10.1080/08839510600938110
5842,10.1007/s10479-014-1770-8
5843,10.1080/09613210902920797
5844,10.1080/02642060903437014
5845,10.1002/asi.20193
5846,10.1080/03643107.2012.687705
5847,10.1002/isaf.1384
5848,10.1287/isre.1110.0408
5849,10.1080/10580530903245549
5850,10.1111/j.1365-2575.2008.00318.x
5851,10.1007/s10726-007-9099-1
5852,10.1007/s10729-014-9291-1
5853,10.1111/j.1468-0394.2011.00601.x
5854,10.1007/s10997-013-9275-4
5855,10.1080/02664763.2015.1043867
5856,10.1007/s10257-007-0054-0
5857,10.1007/s11235-013-9742-x
5858,10.1002/isaf.1362
5859,10.3233/IFS-141475
5860,10.1080/07421222.2014.1001270
5861,10.4067/S0718-18762011000100001
5862,10.1007/s11235-013-9714-1
5863,10.1080/00207543.2010.492805
5864,10.1080/00207541003690082
5865,10.1002/sres.2283
5866,10.1007/s10726-008-9117-y
5867,10.1080/10580530701777081
5868,10.1287/msom.1110.0335
5869,10.1377/hlthaff.2011.0675
5870,10.1080/09511920600941555
5871,10.1002/asi.20092
5872,10.1258/hsmr.2011.011002
5873,10.1080/10548400903163020
5874,10.1377/hlthaff.2010.0997
5875,10.1049/iet-com.2008.0239
5876,10.1111/joop.12120
5877,10.1287/isre.1100.0321
5878,10.1002/asi.20068
5879,10.1002/asi.20306
5880,10.1377/hlthaff.2012.0383
5881,10.1007/s10729-007-9017-8
5882,10.17270/J.LOG.2015.3.8
5883,10.1002/joe.20282
5884,10.2308/isys-50325
5885,10.2753/MIS0742-1222270208
5886,10.1080/15427560701296787
5887,10.1007/s11002-012-9164-7
5888,10.1080/00207540903567317
5889,10.1007/s10479-013-1500-7
5890,10.1111/j.1745-493X.2011.03234.x
5891,10.3846/16111699.2011.620155
5892,10.1061/(ASCE)0733-9364(2007)133:5(364)
5893,10.1080/09511920500340858
5894,10.1080/00207540412331320490
5895,10.1080/08989620601126017
5896,10.1111/j.1540-4609.2008.00181.x
5897,10.1377/hlthaff.2014.1088
5898,10.1080/0267257X.2011.547075
5899,10.1080/02664763.2011.594035
5900,10.1007/s11151-014-9427-y
5901,10.1002/asmb.674
5902,10.1179/102452909X390600
5903,10.1080/17517570903576413
5904,10.3168/jds.2012-6256
5905,10.1080/09603107.2010.537630
5906,10.5437/08956308X5702133
5907,10.1080/00207540802577946
5908,10.1017/S002210901500054X
5909,10.1080/03643107.2011.614195
5910,10.1007/s10257-012-0195-7
5911,10.1177/0092070305275249
5912,10.1080/00207543.2013.848042
5913,10.1007/s10871-004-2225-2
5914,10.1061/(ASCE)CO.1943-7862.0000053
5915,10.1287/isre.1120.0450
5916,10.3233/IFS-141292
5917,10.1377/hlthaff.2011.0178
5918,10.1080/07421222.2014.1001266
5919,10.1080/10580530.2011.536110
5920,10.1287/isre.1050.0042
5921,10.1287/isre.1050.0041
5922,10.1287/isre.2015.0602
5923,10.1007/s11009-009-9119-5
5924,10.1080/09603107.2010.532107
5925,10.1080/14697010600941833
5926,10.1111/jiec.12198
5927,10.1007/s11067-014-9236-8
5928,10.1080/00207540903349021
5929,10.1179/2047971912Y.0000000022
5930,10.1007/s11235-009-9200-y
5931,10.1111/dsji.12041
5932,10.1287/isre.2014.0525
5933,10.1007/s10589-012-9522-7
5934,10.1002/tqem.20299
5935,10.1509/jmkg.75.4.211
5936,10.1111/j.1467-8586.2008.00298.x
5937,10.1080/0951192X.2014.881552
5938,10.1002/asi.21362
5939,10.3233/WOR-2009-0867
5940,10.3233/IFS-141441
5941,10.1080/23303131.2014.935839
5942,10.1145/1859204.1859207
5943,10.1002/asi.20243
5944,10.1287/isre.2015.0591
5945,10.1080/14783363.2010.481507
5946,10.1111/j.1539-6924.2005.00615.x
5947,10.1080/07421222.2014.995520
5948,10.1287/orsc.1070.0316
5949,10.1080/00207721.2015.1008600
5950,10.3232/GCG.2014.V8.N3.02
5951,10.1080/13600869.2013.797203
5952,10.1111/j.1540-4609.2011.00300.x
5953,10.1016/j.serrev.2009.12.003
5954,10.1007/s10726-006-9065-3
5955,10.1258/hsmr.2009.009028
5956,10.7472/jksii.2015.16.1.75
5957,10.2753/MIS0742-1222300406
5958,10.1080/00207543.2010.524257
5959,10.1007/s10997-010-9138-1
5960,10.1080/08920753.2013.863725
5961,10.1080/10580530.2010.514479
5962,10.1111/jscm.12070
5963,10.1080/0740817X.2011.564604
5964,10.1061/(ASCE)0733-9364(2006)132:10(1114)
5965,10.1111/j.1753-6405.2010.00629.x
5966,10.1080/00207543.2013.803626
5967,10.1007/s10845-012-0650-9
5968,10.1080/13691060600836275
5969,10.1111/1467-8462.12114
5970,10.1111/j.1468-0009.2012.00662.x
5971,10.1287/isre.1100.0282
5972,10.1287/isre.1050.0052
5973,10.1080/00036846.2011.564139
5974,10.1002/asi.20626
5975,10.1002/jcaf.20227
5976,10.1080/00207543.2015.1029647
5977,10.7472/jksii.2015.16.4.149
5978,10.1287/inte.1100.0530
5979,10.1111/poms.12046
5980,10.1002/sdr.332
5981,10.1002/sdr.1519
5982,10.1111/j.1365-2575.2006.00227.x
5983,10.1002/asi.21527
5984,10.1377/hlthaff.24.5.1364
5985,10.1061/(ASCE)1532-6748(2007)7:1(11)
5986,10.1002/asi.20365
5987,10.1300/J179v05n04_02
5988,10.1145/2338626.2338627
5989,10.1080/00207543.2011.579638
5990,10.1111/j.0000-0000.2011.01034.x
5991,10.1080/17517570903159467
5992,10.1287/mnsc.2014.2013
5993,10.1111/j.1467-629X.2005.00149.x
5994,10.2308/ajpt-10239
5995,10.1080/09585192.2014.880152
5996,10.1137/050627599
5997,10.1007/s10845-011-0549-x
5998,10.1080/00207540601182278
5999,10.1057/palgrave.dam.3650079
6000,10.1089/cpb.2007.9948
6001,10.1111/jscm.12002
6002,10.1016/j.serrev.2011.05.005
6003,10.1287/opre.2014.1314
6004,10.1002/asi.22705
6005,10.1287/mnsc.1040.0337
6006,10.1007/s00168-005-0244-y
6007,10.1111/j.1365-2575.2007.00274.x
6008,10.1377/hlthaff.2013.0294
6009,10.2105/AJPH.2012.300700
6010,10.1007/s11213-014-9322-3
6011,10.1080/19368623.2014.885402
6012,10.1080/00207543.2010.531057
6013,10.1111/j.1468-5957.2008.02121.x
6014,10.3846/bme.2015.260
6015,10.1007/s11414-007-9066-2
6016,10.1080/09511921003682630
6017,10.1111/j.1937-5956.2009.01022.x
6018,10.1287/deca.1050.0044
6019,10.1080/00207540903443279
6020,10.1002/kpm.1468
6021,10.1080/00207540410001733922
6022,10.1287/isre.1120.0419
6023,10.1080/01490400.2015.1021882
6024,10.2753/MIS0742-1222310200
6025,10.1080/10580530701777198
6026,10.1002/asi.21246
6027,10.1377/hlthaff.2015.0158
6028,10.1111/j.1937-5956.2010.01124.x
6029,10.1080/10447318.2011.555307
6030,10.1061/(ASCE)EE.1943-7870.0000513
6031,10.1377/hlthaff.2011.0112
6032,10.1111/j.1365-2575.2005.00187.x
6033,10.3233/IKS-2010-0159
6034,10.1080/10580530701404561
6035,10.5034/inquiryjrnl_47.03.226
6036,10.1049/ip-com:20059012
6037,10.1111/j.1540-4609.2006.00113.x
6038,10.1142/S0218539315500023
6039,10.1007/s10257-005-0026-1
6040,10.1111/isj.12038
6041,10.1111/j.1468-0408.2008.00447.x
6042,10.1080/01930826.2013.853504
6043,10.1080/09544820902877583
6044,10.1111/j.1467-8489.2007.00437.x
6045,10.1007/s11257-015-9160-8
6046,10.1287/isre.1120.0448
6047,10.1002/asi.21712
6048,10.1080/03081070500066054
6049,10.1111/j.1467-9361.2007.00390.x
6050,10.1111/j.1835-2561.2010.00100.x
6051,10.1080/00207543.2012.682181
6052,10.1007/s10257-014-0251-6
6053,10.1080/14783363.2013.835616
6054,10.2308/isys-50339
6055,10.2308/jmar-51165
6056,10.1080/09511920902866088
6057,10.1111/j.1468-2370.2006.00128.x
6058,10.1057/palgrave.jmm.5050017
6059,10.1287/mnsc.1070.0804
6060,10.1080/00207543.2014.903344
6061,10.1111/j.1745-493X.2006.04201004.x
6062,10.1111/j.1475-3995.2005.00497.x
6063,10.1080/01446190500183917
6064,10.1377/hlthaff.2014.0160
6065,10.1287/isre.1080.0216
6066,10.1377/hlthaff.2010.1020
6067,10.1002/asi.23336
6068,10.1007/s10479-011-0916-1
6069,10.1080/10447310802335789
6070,10.1080/15332861.2010.503846
6071,10.1080/00207540500250606
6072,10.1057/emr.2010.13
6073,10.1007/s10845-008-0148-7
6074,10.1287/msom.1040.0060
6075,10.1145/1121949.1121983
6076,10.1111/j.1540-4609.2011.00337.x
6077,10.1111/j.1365-2575.2005.00201.x
6078,10.1080/13600830802473014
6079,10.1109/TSE.2014.2387172
6080,10.1002/asi.21513
6081,10.13777/hlthaff.2012.0742
6082,10.1145/1229179.1229180
6083,10.15308/SInteZa-2014-8-16
6084,10.1287/mnsc.1040.0344
6085,10.1111/j.1540-5915.2007.00167.x
6086,10.3233/IFS-120761
6087,10.1145/2500494
6088,10.1145/1047671.1047673
6089,10.1007/s10207-009-0088-z
6090,10.1080/09603107.2011.564129
6091,10.1080/14783360903248880
6092,10.1007/s10660-009-9026-4
6093,10.1080/07408170590961111
6094,10.1145/1216016.1216025
6095,10.520/ibl.2012.09
6096,10.1002/asmb.573
6097,10.1002/asi.20854
6098,10.1145/1232743.1232746
6099,10.1080/07421222.2015.1095038
6100,10.1080/13504851.2012.716149
6101,10.3233/IKS-2009-0144
6102,10.1080/00207543.2011.652262
6103,10.1080/14783363.2010.487680
6104,10.1080/09585190902770828
6105,10.1007/s10845-010-0402-7
6106,10.2308/isys-10372
6107,10.1007/s10845-011-0607-4
6108,10.1061/(ASCE)CO.1943-7862.0000146
6109,10.1080/09603100600970065
6110,10.1080/01449290903398190
6111,10.1080/10447310903025560
6112,10.1287/ijoc.1040.0064
6113,10.1080/09613210500070219
6114,10.1080/10580530.2014.958023
6115,10.1080/09638180701706955
6116,10.1080/10580530903018037
6117,10.1080/10580530.2012.687320
6118,10.1111/j.1540-6210.2009.02067.x
6119,10.1007/s10660-015-9176-5
6120,10.1111/j.1937-5956.2012.01325.x
6121,10.1080/09640568.2011.646964
6122,10.1111/poms.12238
6123,10.1080/0951192X.2011.593047
6124,10.1049/iet-cdt:20070112
6125,10.1002/asi.21093
6126,10.2308/iace.2010.25.4.741
6127,10.1002/ert.20217
6128,10.1377/hlthaff.2012.1252
6129,10.1007/s11067-008-9077-4
6130,10.1007/s10726-012-9338-y
6131,10.1080/09511920500174448
6132,10.1016/j.serrev.2011.02.004
6133,10.1007/s10257-009-0110-z
6134,10.3233/WOR-152109
6135,10.1002/sdr.433
6136,10.1002/sres.935
6137,10.1080/10580530802557663
6138,10.5465/AME.2005.16963629
6139,10.1080/09511920701370761
6140,10.1002/asi.20224
6141,10.1007/s00291-011-0268-x
6142,10.1111/radm.12010
6143,10.1080/15332861.2013.817862
6144,10.1007/s10660-013-9109-0
6145,10.1080/13669877.2010.547257
6146,10.1145/1039539.1039562
6147,10.1002/kpm.1438
6148,10.1177/0021943610369783
6149,10.1080/0951192X.2012.665187
6150,10.1111/j.1753-6405.2012.00851.x
6151,10.1287/mnsc.1040.0326
6152,10.1007/s10257-011-0178-0
6153,10.1377/hlthaff.2011.0420
6154,10.1080/01446190701504234
6155,10.1080/1226508X.2014.920239
6156,10.1080/00207540701441921
6157,10.1145/2699484
6158,10.1093/bib/bbm057
6159,10.1080/00207543.2010.532908
6160,10.1080/08839514.2011.534593
6161,10.3233/IFS-120659
6162,10.1002/nav.21509
6163,10.1080/07421222.2015.1138372
6164,10.1111/deci.12011
6165,10.1080/00036840600993924
6166,10.1145/1107458.1107496
6167,10.1177/0951484813481966
6168,10.1287/mnsc.2014.1899
6169,10.1080/09544820701802261
6170,10.1145/2018396.2018407
6171,10.1080/09511920903440305
6172,10.1287/isre.1100.0302
6173,10.1002/asi.23327
6174,10.1002/itdj.20106
6175,10.1111/j.1467-9671.2012.01321.x
6176,10.1111/j.1937-5956.2009.01075.x
6177,10.1002/pad.1718
6178,10.1007/s10257-014-0268-x
6179,10.1145/1330311.1330326
6180,10.3846/20294913.2011.602440
6181,10.1080/0144929X.2012.702284
6182,10.1007/s10729-011-9179-2
6183,10.5465/amj.2012.0491
6184,10.15595/gjeis/2014/v6i2/51849
6185,10.1287/moor.2013.0609
6186,10.1007/s10660-014-9147-2
6187,10.3233/IKS-2009-0135
6188,10.1093/jigpal/jzq029
6189,10.3109/03639041003796648
6190,10.1137/040621600
6191,10.1002/for.1229
6192,10.1080/15533610802052829
6193,10.2105/AJPH.2014.302260
6194,10.1057/dbm.2010.11
6195,10.1080/02697459.2010.522857
6196,10.1145/2527188
6197,10.1287/isre.1120.0433
6198,10.1080/00207543.2012.718452
6199,10.1080/14759550500090939
6200,10.1080/00207540802275863
6201,10.1377/hlthaff.2012.1064
6202,10.1007/s11205-009-9485-y
6203,10.1080/01449290903300923
6204,10.1111/isj.12044
6205,10.1080/09511920500064797
6206,10.1080/10580530701221049
6207,10.1111/j.1540-5915.2007.00170.x
6208,10.1111/poms.12345
6209,10.3991/ijac.v4i1.1474
6210,10.1111/j.1530-9290.2011.00452.x
6211,10.1007/s00224-010-9250-2
6212,10.1007/s11235-011-9562-9
6213,10.1080/0951192X.2010.542183
6214,10.3109/10837450.2014.920355
6215,10.1080/0144929X.2010.528027
6216,10.1080/17517575.2014.925585
6217,10.1145/2447976.2447995
6218,10.1287/isre.1100.0339
6219,10.1007/s10257-011-0179-z
6220,10.1287/inte.1090.0465
6221,10.1080/09511920801915200
6222,10.1111/j.1365-2575.2008.00322.x
6223,10.1080/01449290903156622
6224,10.1111/j.1467-9353.2009.01475.x
6225,10.1002/asi.23295
6226,10.1287/inte.2014.0747
6227,10.1145/2701418
6228,10.1287/isre.1110.0401
6229,10.1080/09613218.2012.683241
6230,10.1007/s11205-013-0403-y
6231,10.1145/1929934.1929936
6232,10.1002/hpm.2194
6233,10.1111/jsbm.12053
6234,10.1080/13600860600818227
6235,10.1145/1516046.1516077
6236,10.1057/dam.2009.36
6237,10.1111/j.1752-1718.2011.01417.x
6238,10.1080/10580530.2013.794630
6239,10.1007/s10257-007-0073-x
6240,10.1061/(ASCE)0742-597X(2007)23:2(52)
6241,10.1287/deca.1120.0262
6242,10.1080/10580530.2011.562131
6243,10.1080/01449290601156817
6244,10.1377/hlthaff.24.5.1103
6245,10.1093/jigpal/jzq036
6246,10.1002/asi.21266
6247,10.1007/s40622-014-0041-5
6248,10.1287/isre.1050.0064
6249,10.1057/palgrave.dam.3650065
6250,10.1007/s10490-008-9087-2
6251,10.1007/s11235-009-9270-x
6252,10.1089/cyber.2012.1555
6253,10.1377/hlthaff.2012.0361
6254,10.1061/(ASCE)CO.1943-7862.0000011
6255,10.1007/s10257-011-0177-1
6256,10.1049/iet-cta.2009.0225
6257,10.1111/j.1468-0297.2009.02331.x
6258,10.1002/sres.2284
6259,10.1007/s10257-010-0151-3
6260,10.1080/17517570802382590
6261,10.1145/1536616.1536646
6262,10.7250/eb.2013.015
6263,10.1080/00207543.2014.910623
6264,10.1080/07421222.2015.1063305
6265,10.15595/gjeis/2014/v6i2/51851
6266,10.1002/itdj.20066
6267,10.1002/asi.22830
6268,10.2753/MIS0742-1222300405
6269,10.5034/inquiryjrnl_48.03.06
6270,10.1111/j.1467-9701.2005.00706.x
6271,10.1109/MS.2013.21
6272,10.1111/j.1541-1338.2011.00538.x
6273,10.1109/TSE.2011.24
6274,10.1287/orsc.1040.0103
6275,10.1111/j.1468-0394.2006.00413.x
6276,10.1111/j.1468-5957.2008.02079.x
6277,10.1080/00207543.2013.839894
6278,10.1142/S0218539309003575
6279,10.1080/10447318.2012.694791
6280,10.2753/MIS0742-1222310107
6281,10.1080/09544820801898482
6282,10.1007/s10845-012-0694-x
6283,10.1080/15325008.2014.1001090
6284,10.1377/hlthaff.2010.1276
6285,10.1111/j.1467-8659.2009.01439.x
6286,10.2753/MIS0742-1222310112
6287,10.1145/1877766.1877768
6288,10.1287/mnsc.1100.1233
6289,10.1080/13600800500120241
6290,10.1300/J111v44n03_15
6291,10.1002/eet.571
6292,10.1007/s11235-010-9367-2
6293,10.1080/15326340903517121
6294,10.1080/01930826.2012.751291
6295,10.1002/itdj.20103
6296,10.1080/00207540802350716
6297,10.3233/IFS-151978
6298,10.1080/07421222.2015.1099180
6299,10.1111/j.1468-005X.2006.00176.x
6300,10.1080/00207543.2013.866285
6301,10.1080/00207540701439586
6302,10.2308/isys-10253
6303,10.1002/sres.750
6304,10.1080/17517575.2014.985614
6305,10.2753/MIS0742-1222300402
6306,10.1287/orsc.1110.0688
6307,10.1080/08839510701252551
6308,10.1080/00207543.2013.789145
6309,10.1080/13600801003743513
6310,10.1111/radm.12022
6311,10.1002/hrm.20446
6312,10.1007/s10257-008-0087-z
6313,10.1287/trsc.2015.0641
6314,10.1145/1113034.1113036
6315,10.1111/ropr.12080
6316,10.1080/0740817X.2011.649387
6317,10.1080/00207543.2011.560200
6318,10.1287/msom.2013.0470
6319,10.3233/JHS-140493
6320,10.1002/asi.21442
6321,10.1080/17517571003754561
6322,10.1007/s10700-013-9162-0
6323,10.1300/J109v12n01-03
6324,10.1111/j.1540-5885.2011.00791.x
6325,10.1002/asi.20316
6326,10.3233/IFS-130806
6327,10.1080/08982110600567475
6328,10.1080/01972240903028714
6329,10.1080/10580530.2014.854097
6330,10.1080/0144929X.2011.553749
6331,10.3991/ijac.v7i1.3590
6332,10.1002/for.1243
6333,10.1049/cce:20070502
6334,10.1080/09654313.2011.573136
6335,10.1080/01972240802356075
6336,10.1080/10580530.2015.1044336
6337,10.1287/isre.1080.0171
6338,10.1080/00207543.2010.528057
6339,10.1002/tqem.20118
6340,10.1080/00207540601178151
6341,10.1145/1978542.1978562
6342,10.1080/0144929X.2013.869260
6343,10.1111/j.1467-9671.2007.01062.x
6344,10.1080/01930826.2015.1047279
6345,10.1257/aer.99.3.769
6346,10.1377/hlthaff.2012.0640
6347,10.1111/j.1467-9299.2007.00705.x
6348,10.1287/mnsc.1110.1494
6349,10.7595/management.fon.2013.0030
6350,10.1377/hlthaff.2012.0474
6351,10.1007/s10257-010-0159-8
6352,10.1080/00207543.2010.510808
6353,10.4067/S0718-18762014000300006
6354,10.1080/10919390801997614
6355,10.1007/s10726-012-9300-z
6356,10.1080/00207543.2011.556151
6357,10.2308/acch-51071
6358,10.1002/kpm.326
6359,10.1080/17517575.2010.519052
6360,10.1145/1278201.1278211
6361,10.1049/ip-cta:20045104
6362,10.1002/jcaf.20131
6363,10.1080/00207540600960708
6364,10.17270/J.LOG.2015.1.9
6365,10.1287/isre.1090.0276
6366,10.1386/tmsd.13.3.219_1
6367,10.1111/j.1475-3995.2010.00774.x
6368,10.1007/s10479-007-0284-z
6369,10.7737/MSFE.2014.20.2.033
6370,10.1080/14783363.2011.611329
6371,10.1287/orsc.1090.0470
6372,10.1057/dam.2009.38
6373,10.1007/s10726-012-9319-1
6374,10.1002/asi.23317
6375,10.1057/dam.2008.56
6376,10.1007/s10109-012-0176-x
6377,10.3233/IKS-2009-0154
6378,10.1080/00207540701738169
6379,10.1111/j.1540-4609.2006.00103.x
6380,10.1111/j.1365-2575.2007.00249.x
6381,10.1002/joe.21511
6382,10.1787/246446201766
6383,10.1111/j.1468-005X.2006.00171.x
6384,10.1287/isre.1110.0383
6385,10.1061/(ASCE)EE.1943-7870.0000634
6386,10.1111/emre.12015
6387,10.1007/s10207-008-0070-1
6388,10.1080/0144929X.2013.799229
6389,10.1080/00207540601020585
6390,10.1080/00207543.2014.895063
6391,10.1007/s10479-008-0368-4
6392,10.1002/hrm.21485
6393,10.1007/s10479-008-0366-6
6394,10.1145/1323688.1323699
6395,10.1007/s11111-008-0063-z
6396,10.1002/itdj.20044
6397,10.1080/10580530.2011.536104
6398,10.1111/emre.12013
6399,10.1007/s10207-012-0169-2
6400,10.1111/j.0045-3609.2005.00024.x
6401,10.1080/00207543.2010.535040
6402,10.1080/03602550600728232
6403,10.1007/s10845-009-0276-8
6404,10.1080/0144929X.2013.864709
6405,10.1002/jsc.726
6406,10.1142/S0218539313500083
6407,10.1007/s10479-006-0113-9
6408,10.1111/j.1540-5915.2011.00314.x
6409,10.1111/j.1468-0394.2012.00621.x
6410,10.1007/s10729-006-9039-7
6411,10.1080/00207540701581791
6412,10.1080/02664760600746871
6413,10.1002/asi.20689
6414,10.1016/j.serrev.2009.03.001
6415,10.1080/09511920500064714
6416,10.1057/dam.2008.12
6417,10.1111/j.1539-6924.2012.01866.x
6418,10.1080/02642069.2011.574273
6419,10.1377/hlthaff.2010.1165
6420,10.1002/nav.21492
6421,10.1007/s00186-009-0299-0
6422,10.1111/j.1540-5915.2009.00258.x
6423,10.1007/s10207-012-0179-0
6424,10.2105/AJPH.2014.302412
6425,10.1080/0144929X.2014.945961
6426,10.1002/cb.240
6427,10.1089/cyber.2010.0136
6428,10.2753/CLG0009-4609430501
6429,10.1002/asi.22737
6430,10.1080/10580530.2013.773797
6431,10.1080/08920753.2012.747814
6432,10.1080/08839510500484223
6433,10.1111/j.1475-3995.2005.496_1.x
6434,10.1111/coin.12022
6435,10.1080/00207540500142415
6436,10.1080/01449290903490666
6437,10.1080/09537287.2013.847217
6438,10.1002/kpm.231
6439,10.1377/hlthaff.2015.0992
6440,10.2308/isys-50969
6441,10.1386/tmsd.14.3.227_1
6442,10.2753/MIS0742-1222300108
6443,10.15611/pn.2014.351.03
6444,10.1080/07421222.2015.1063297
6445,10.1080/09603107.2014.925056
6446,10.1111/j.1467-8276.2008.01150.x
6447,10.1080/09585190802528433
6448,10.1111/j.1467-9671.2007.01035.x
6449,10.3233/JCS-140500
6450,10.3846/16111699.2011.620171
6451,10.1080/00207543.2012.752590
6452,10.1287/trsc.1110.0368
6453,10.1007/s10845-008-0074-8
6454,10.1287/orsc.1120.0758
6455,10.1002/asi.21581
6456,10.1080/01930826.2012.707951
6457,10.1177/097226291101500206
6458,10.1080/09511921003643152
6459,10.1787/127050885680
6460,10.1111/poms.12094
6461,10.1002/asi.23086
6462,10.1207/s15327590ijhc1901_4
6463,10.1111/j.1944-8287.2012.01156.x
6464,10.1377/hlthaff.28.2.323
6465,10.4102/sajip.v39i2.1151
6466,10.1111/auar.12017
6467,10.1145/1777432.1777438
6468,10.1080/10580530903017708
6469,10.1080/07421222.2015.1094953
6470,10.1111/exsy.12017
6471,10.1080/00207543.2013.851422
6472,10.1016/j.serrev.2006.11.003
6473,10.1080/10580530601082004
6474,10.1002/asi.23150
6475,10.1080/00207543.2012.664793
6476,10.1080/08920753.2012.677636
6477,10.1080/1047840X.2010.502557
6478,10.1080/07408170802512578
6479,10.1111/j.1467-8594.2006.00279.x
6480,10.1080/09613218.2010.505380
6481,10.1080/00207543.2012.674650
6482,10.1287/isre.1110.0362
6483,10.1002/ecj.11399
6484,10.1145/1966385.1966387
6485,10.2753/JEC1086-4415150105
6486,10.1080/17517570601092184
6487,10.1080/00220388.2015.1010156
6488,10.1061/(ASCE)0733-9372(2008)134:3(200)
6489,10.1080/03610920903245491
6490,10.1080/08832323.2010.505254
6491,10.1145/1278201.1278204
6492,10.1145/1629175.1629198
6493,10.1207/s15327590ijhc1901_5
6494,10.1080/07370024.2013.819198
6495,10.1287/opre.2014.1318
6496,10.1287/isre.2015.0571
6497,10.1002/sres.2282
6498,10.1287/mnsc.1050.0475
6499,10.1111/risa.12520
6500,10.1080/00207540903565014
6501,10.1377/hlthaff.25.w555
6502,10.1002/kpm.349
6503,10.1089/cyber.2009.0236
6504,10.1007/s10479-007-0184-2
6505,10.1061/(ASCE)0733-9364(2007)133:10(761)
6506,10.1002/pmj. 20007
6507,10.1287/mnsc.1100.1279
6508,10.1002/asi.20613
6509,10.1111/j.1468-2370.2005.00105.x
6510,10.1061/(ASCE)ME.1943-5479.0000066
6511,10.1061/(ASCE)0733-9364(2006)132:5(508)
6512,10.2753/MIS0742-1222270205
6513,10.1049/ip-cdt:20060077
