,author_name
16745,"(Jian, Luo)"
16746,"(Chien Hsun, Tseng)"
16747,"(Chapin, White)"
16748,"(James D., Reschovsky)"
16749,"(Amelia M., Bond)"
16750,"(Mei-Lien, Young)"
16751,"(Elizabeth M., Smigielski)"
16752,"(Melissa A., Laning)"
16753,"(Caroline M., Daniels)"
16754,"(Moshe, Zviran)"
16755,"(Dov, Te'eni)"
16756,"(Yuval, Gross)"
16757,"(Ahlem, Zayati)"
16758,"(Frédérique, Biennier)"
16759,"(Mohamed, Moalla)"
16760,"(Youakim, Badr)"
16761,"(Patrick Sik-Wah, Fong)"
16762,"(Martyn J, Hills)"
16763,"(Carolyn S, Hayles)"
16764,"(Jeff, Shockley)"
16765,"(Tobin, Turner)"
16766,"(Ae-Sook, Kim)"
16767,"(Edward, Jennings)"
16768,"(Farag, Azzedin)"
16769,"(Ahmad, Ridha)"
16770,"(Li Jun, Yan)"
16771,"(Zong Bin, Li)"
16772,"(Wen Kui, Xi)"
16773,"(Xiao Yang, Yuan)"
16774,"(Amir, Rubin)"
16775,"(Eran, Rubin)"
16776,"(Robert J., Batt)"
16777,"(J. Tinguaro, Rodríguez)"
16778,"(Begoña, Vitoriano)"
16779,"(Javier, Montero)"
16780,"(Vojislav, Kecman)"
16781,"(Matthew J., Drake)"
16782,"(John Teepen, Schlachter)"
16783,"(Carmen M M, Pereira)"
16784,"(Jorge F S, Gomes)"
16785,"(Donald, Miller)"
16786,"(Sachin, Adlakha)"
16787,"(Ramesh, Johari)"
16788,"(Frank, Chagoya)"
16789,"(D. D., Tewari)"
16790,"(S., Khanna)"
16791,"(Donal K., Casey)"
16792,"(James S., Lawless)"
16793,"(Xuefei (Nancy), Deng)"
16794,"(Poh-Sun, Seow)"
16795,"(Christer, Carlsson)"
16796,"(Robert, Fullér)"
16797,"(John, Quiggin)"
16798,"(Ross C., Brownson)"
16799,"(Julie A., Jacobs)"
16800,"(Rachel G., Tabak)"
16801,"(Christine M., Hoehner)"
16802,"(Katherine A., Stamatakis)"
16803,"(N., Chen)"
16804,"(W., Wan)"
16805,"(H.-D., Xiao)"
16806,"(Ariel I., La Paz)"
16807,"(Arkalgud, Ramaprasad)"
16808,"(Thant, Syn)"
16809,"(Jonathan, Vasquez)"
16810,"(Jari, Veijalainen)"
16811,"(Dimitris, Kanellopoulos)"
16812,"(Kevin, Tierney)"
16813,"(Björg, Áskelsdóttir)"
16814,"(Rune Møller, Jensen)"
16815,"(David, Pisinger)"
16816,"(Alan S., Abrahams)"
16817,"(Tirna, Singh)"
16818,"(Peter, Wheeler)"
16819,"(Darwish Abdulrahman, Yousef)"
16820,"(W. H.Erik, de Man)"
16821,"(Jesús Ángel, Del Brio)"
16822,"(Beatriz, Junquera)"
16823,"(Monica, Ordiz)"
16824,"(Karen, Ruckman)"
16825,"(Przemysław, Lech)"
16826,"(Deborah, Edwards)"
16827,"(Ivo, Martinac)"
16828,"(Graham, Miller)"
16829,"(Einat, Minkov)"
16830,"(William W., Cohen)"
16831,"(Nishant, Thorat)"
16832,"(Arvind, Raghavendran)"
16833,"(Nigel, Groves)"
16834,"(Yu-Ping, Chiu)"
16835,"(Shu-Chen, Chang)"
16836,"(Mehdi, Boussebaa)"
16837,"(Andrew, Sturdy)"
16838,"(Glenn, Morgan)"
16839,"(Cindy L., Menches)"
16840,"(Juan, Chen)"
16841,"(Ting Chih, Huang)"
16842,"(Bertrand M.T., Lin)"
16843,"(Özlem, Çavuş)"
16844,"(Pernilla, Broberg)"
16845,"(Torbjörn, Tagesson)"
16846,"(Sven Olof, Collin)"
16847,"(Talal H., Noor)"
16848,"(Quan Z., Sheng)"
16849,"(Jian, Yu)"
16850,"(Rajesh, Srivastava)"
16851,"(Chunhui, Piao)"
16852,"(Xufang, Han)"
16853,"(P. J., Lamberson)"
16854,"(Scott E., Page)"
16855,"(Matthew J., Liberatore)"
16856,"(Annette L., Sobel)"
16857,"(Beth M., Fisher)"
16858,"(T.-H. Hubert, Chan)"
16859,"(Evgeny, Kharlamov)"
16860,"(Werner, Nutt)"
16861,"(Pierre, Senellart)"
16862,"(Jessica Yuk Yee, Kwong)"
16863,"(Carmen K., Ng)"
16864,"(Suchart, Nuntasunti)"
16865,"(Leonhard E., Bernold)"
16866,"(Andrew, Martin)"
16867,"(Yohanes, Kristianto)"
16868,"(Jianxin, Jiao)"
16869,"(Steve, Curwell)"
16870,"(Mark, Deakin)"
16871,"(Ian, Cooper)"
16872,"(Krassimira, Paskaleva-Shapira)"
16873,"(Joe, Ravetz)"
16874,"(Dominica, Babicki)"
16875,"(Xiu Wu, Liao)"
16876,"(Hong Zhen, Lei)"
16877,"(S. M., Sapuan)"
16878,"(M. R., Osman)"
16879,"(Y., Nukman)"
16880,"(Shuigen, Yang)"
16881,"(Huachun, Zhou)"
16882,"(Yajuan, Qin)"
16883,"(Hongke, Zhang)"
16884,"(??ngel, Mahou)"
16885,"(??lvaro, Garc??a-S??nchez)"
16886,"(Miguel, Ortega-Mier)"
16887,"(Ana Moreno, Romero)"
16888,"(Gregory L., Keeney)"
16889,"(Detlof, Von Winterfeldt)"
16890,"(Darold T., Barnum)"
16891,"(John M., Gleason)"
16892,"(Piotr, Kulczycki)"
16893,"(Malgorzata, Charytanowicz)"
16894,"(Piotr A., Kowalski)"
16895,"(Szymon, Lukasik)"
16896,"(Håkon Ursin, Steen)"
16897,"(N., Venkatraman)"
16898,"(Å, Walldius)"
16899,"(Yngve, Sundblad)"
16900,"(Lars, Bengtsson)"
16901,"(Bengt, Sandblad)"
16902,"(Jan, Gulliksen)"
16903,"(Arto, Ojala)"
16904,"(Pasi, Tyrväinen)"
16905,"(Frederick M., Richardson)"
16906,"(Timo, Hartmann)"
16907,"(Martin, Fischer)"
16908,"(M., Bradyy)"
16909,"(G., Van Halderen)"
16910,"(Brian H., Muller)"
16911,"(Li, Yin)"
16912,"(Dennis F., Galletta)"
16913,"(Anthony, Vance)"
16914,"(Don, Lafreniere)"
16915,"(Jason, Gilliland)"
16916,"(Nai-Chang, Cheng)"
16917,"(Jaehong, Park)"
16918,"(Jim, Euchner)"
16919,"(Renji, Remesan)"
16920,"(R. K., Panda)"
16921,"(Jurgita, Alchimovienė)"
16922,"(Nino, Abesadze)"
16923,"(X. F., Xu)"
16924,"(D. C., Zhan)"
16925,"(A B, Agres)"
16926,"(G-J., de Vreede)"
16927,"(R O, Briggs)"
16928,"(Brian D., Janz)"
16929,"(Xingying, Wu)"
16930,"(Francisco J., García-Peñalvo)"
16931,"(Taiwen, Feng)"
16932,"(Gang, Zhao)"
16933,"(Kun, Su)"
16934,"(Zhili, Zhou)"
16935,"(Catherine M., Desroches)"
16936,"(Ritu, Agarwal professor)"
16937,"(Corey M., Angst prof.)"
16938,"(Michael A., Fischer)"
16939,"(Lihua, Huang)"
16940,"(Yue, Feng)"
16941,"(Craig W., Holden)"
16942,"(DonHee, Lee)"
16943,"(Chang-Yuil, Kang)"
16944,"(B, Zhang)"
16945,"(H T, Mouftah)"
16946,"(S W, Human)"
16947,"(S, Chakraborti)"
16948,"(Gilbert, Karuga)"
16949,"(Carolyn K., Robb)"
16950,"(Karin M., Bodtker)"
16951,"(Kim, Wright)"
16952,"(Hoh Peter, In)"
16953,"(Jongmoon, Baik)"
16954,"(Sangsoo, Kim)"
16955,"(Ye, Yang)"
16956,"(Barry, Boehm)"
16957,"(Andy, Mann)"
16958,"(Gerhard, Brewka)"
16959,"(Thomas, Eiter)"
16960,"(Mirosław, Truszczyński)"
16961,"(Amit, Kapur)"
16962,"(Gregory, Keoleian)"
16963,"(Alissa, Kendall)"
16964,"(Stephen E., Kesler)"
16965,"(William K., Cheung)"
16966,"(Jiming, Liu)"
16967,"(Teppo, Hujala)"
16968,"(Mikko, Kurttila)"
16969,"(Christina D., Romer)"
16970,"(David H., Romer)"
16971,"(Michael, Farias)"
16972,"(Kathy, Jenkins)"
16973,"(James, Lock)"
16974,"(Rahul, Rathod)"
16975,"(Jane, Newburger)"
16976,"(Dana G., Safran)"
16977,"(Kevin, Friedman)"
16978,"(Josh, Greenberg)"
16979,"(Michael, Magazine)"
16980,"(Uday, Rao)"
16981,"(Meghan, Dougherty)"
16982,"(Eric T., Meyer)"
16983,"(Vivek, Mande)"
16984,"(Young K., Park)"
16985,"(Myungsoo, Son)"
16986,"(Jim, Horning)"
16987,"(Peter G., Neumann)"
16988,"(Marcos, Buestán Benavides)"
16989,"(Hendrik, Van Landeghem)"
16990,"(Yunhee, Kim)"
16991,"(Jae Young, Choi)"
16992,"(Yeonbae, Kim)"
16993,"(Qian, Yang)"
16994,"(Danfeng, Yao)"
16995,"(James, Garnett)"
16996,"(Kaitlyn, Muller)"
16997,"(Steven, de Haes)"
16998,"(Wim, van Grembergen)"
16999,"(Sonia Mettali, Gammar)"
17000,"(Elabidi, Amine)"
17001,"(Farouk, Kamoun)"
17002,"(Geoff, Neideck)"
17003,"(Penny, Siu)"
17004,"(Alison, Waters)"
17005,"(Kelvin, Choi)"
17006,"(Jean L., Forster)"
17007,"(Kari, Bruursema)"
17008,"(Stacey R., Kessler)"
17009,"(Paul E., Spector)"
17010,"(Wil, Van Der Aalst)"
17011,"(Xanthe, Wessels)"
17012,"(Nicoli, Nattrass)"
17013,"(Ulrike, Rivett)"
17014,"(Francisco, Ramos)"
17015,"(Aida, Monfort)"
17016,"(Joaquin, Huerta)"
17017,"(Diana G., Effio)"
17018,"(Oliver, Kroner)"
17019,"(Andrew, Maier)"
17020,"(William, Hayes)"
17021,"(Alison, Willis)"
17022,"(Joan, Strawson)"
17023,"(Eitan, Bahir)"
17024,"(Ammatzia, Peled)"
17025,"(Luke, Houghton)"
17026,"(David, Tuffley)"
17027,"(Yong Woo, Kim)"
17028,"(Seungheon, Han)"
17029,"(Sungwon, Shin)"
17030,"(John, Mcavoy)"
17031,"(Tadhg, Nagle)"
17032,"(David, Sammon)"
17033,"(David, Buchanan)"
17034,"(Stephen, Abbott)"
17035,"(Jane, Bentley)"
17036,"(Anne, Lanceley)"
17037,"(Julienne, Meyer)"
17038,"(Kun, Nie)"
17039,"(Yoshiteru, Nakamori)"
17040,"(Chul Ho, Lee)"
17041,"(Mohan, Subramaniam)"
17042,"(Richard, Crowder)"
17043,"(David, Fowler)"
17044,"(Quentin, Reul)"
17045,"(Derek, Sleeman)"
17046,"(Nigel, Shadbolt)"
17047,"(Gary, Wills)"
17048,"(Bongsug K., Chae)"
17049,"(Chwen, Sheu)"
17050,"(Jeremy L., Rickli)"
17051,"(Jaime A., Camelio)"
17052,"(Katharine F., Wellman)"
17053,"(Marcus, Hartley)"
17054,"(Michael, Adams)"
17055,"(Arthur H M, Ter Hofstede)"
17056,"(Qiang, Liu)"
17057,"(Qian, Geng)"
17058,"(Charles, Townley)"
17059,"(Kun, Huang)"
17060,"(Simona, Kildiene)"
17061,"(Chiun-Sin, Lin)"
17062,"(Markus, Pscheidt)"
17063,"(O. Felix, Offodile)"
17064,"(Jessica L., Carlo)"
17065,"(Mahim, Sagar)"
17066,"(Siddharth, Bora)"
17067,"(Abhishek, Gangwal)"
17068,"(Puneet, Gupta)"
17069,"(Aman, Agarwal)"
17070,"(Yingguang, Li)"
17071,"(Zhiyi, Pan)"
17072,"(Ruijie, Yan)"
17073,"(Wenhe, Liao)"
17074,"(V. Daniel R, Guide)"
17075,"(Luc, Muyldermans)"
17076,"(Seog Chan, Oh)"
17077,"(Jaemin, Shin)"
17078,"(Fang-Ming, Hsu)"
17079,"(Tser-Yieth, Chen)"
17080,"(Shuwen, Wang)"
17081,"(Hyerim, Bae)"
17082,"(Yongwon, Seo)"
17083,"(Jung-Fa, Tsai)"
17084,"(Ming-Hua, Lin)"
17085,"(Adrian, Baldwin)"
17086,"(Marco, Casassa Mont)"
17087,"(Yolanta, Beres)"
17088,"(Simon, Shiu)"
17089,"(Kyosuke, Hashimoto)"
17090,"(Julija N., Mell)"
17091,"(Daan, Van Knippenberg)"
17092,"(Wendy P., Van Ginkel)"
17093,"(Mary E., Gros)"
17094,"(Stephen, McLaughlin)"
17095,"(John Gunnar, Carlsson)"
17096,"(P., Humphreys)"
17097,"(A., McCloskey)"
17098,"(R., McIvor)"
17099,"(L., Maguire)"
17100,"(C., Glackin)"
17101,"(Paulo, Sampaio)"
17102,"(Pedro, Saraiva)"
17103,"(António Guimarães, Rodrigues)"
17104,"(Gabriella, Chiesa)"
17105,"(Robin B., DiPietro)"
17106,"(Tena B., Crews)"
17107,"(Cathy, Gustafson)"
17108,"(Sandy, Strick)"
17109,"(John, Loonam)"
17110,"(Joe, McDonagh)"
17111,"(Vikas, Kumar)"
17112,"(Nicholas, O'Regan)"
17113,"(Elena, Belogolovsky)"
17114,"(Peter A., Bamberger)"
17115,"(Mohammad, Nauman)"
17116,"(Tamleek, Ali)"
17117,"(Azhar, Rauf)"
17118,"(Josip, Mikulić)"
17119,"(Darko, Prebežac)"
17120,"(Dini, Menon)"
17121,"(Juan J., Pantrigo)"
17122,"(Rafael, Martí)"
17123,"(Abraham, Duarte)"
17124,"(Eduardo G., Pardo)"
17125,"(Ming T., Lin)"
17126,"(Junni L., Zhang)"
17127,"(Qiansheng, Cheng)"
17128,"(Rong, Chen)"
17129,"(Meriam, Ben-Ghorbel-Talbi)"
17130,"(Adel, Bouhoula)"
17131,"(Francis J., Crosson)"
17132,"(Jean, Leu)"
17133,"(Beth M., Roemer)"
17134,"(Murray N., Ross)"
17135,"(Algimantas, Kurlavičius)"
17136,"(Mary, Darking)"
17137,"(Paolo, Dini)"
17138,"(Ileana L., Piña)"
17139,"(Perry D., Cohen)"
17140,"(David B., Larson)"
17141,"(Lucy N., Marion)"
17142,"(Marion R., Sills)"
17143,"(Leif I., Solberg)"
17144,"(Judy, Zerzan)"
17145,"(James, Hartley)"
17146,"(Lucy, Betts)"
17147,"(Weiwei, Wu)"
17148,"(David A., Collier)"
17149,"(Darryl D., Wilson)"
17150,"(Belma, Yelbay)"
17151,"(Ş. İlker, Birbil)"
17152,"(Kerem, Bülbül)"
17153,"(Tomoki, Mizuno)"
17154,"(Keinosuke, Matsumoto)"
17155,"(Naoki, Mori)"
17156,"(Stewart, Lockie)"
17157,"(Susan, Rockloff)"
17158,"(Danielle, Helbers)"
17159,"(Maharlina, Gorospe-Lockie)"
17160,"(Karen, Lawrence)"
17161,"(Chenell, Buys)"
17162,"(Sebastiaan, Rothmann)"
17163,"(Ron, Edwards)"
17164,"(Sonja, Petrovic-Lazarevic)"
17165,"(Andreas W., Neumann)"
17166,"(Marc, Philipp)"
17167,"(Felix, Riedel)"
17168,"(Yuh J., Chen)"
17169,"(Joyce A, Salisbury)"
17170,"(Lynn T, Truss)"
17171,"(Peter W, Glynn)"
17172,"(J. T., Wong)"
17173,"(C. T., Su)"
17174,"(H. T., Hsieh)"
17175,"(Jizi, Li)"
17176,"(Naixue, Xiong)"
17177,"(Chunling, Liu)"
17178,"(Sungeon, Cho)"
17179,"(Alex King Yeung, Cheung)"
17180,"(Hans-Arno, Jacobsen)"
17181,"(Hongyu, Dong)"
17182,"(Min, Huang)"
17183,"(Xingwei, Wang)"
17184,"(Mary, Sumner)"
17185,"(Hsiao Yu, Lee)"
17186,"(Tsung Hsun, Hsieh)"
17187,"(Jen I., Liang)"
17188,"(Ming Long, Yeh)"
17189,"(Jia Jin J, Chen)"
17190,"(Lokman I., Meho)"
17191,"(Kiduk, Yang)"
17192,"(P. A.J., Van Oort)"
17193,"(A. K., Bregt)"
17194,"(Øyvind, Helgesen)"
17195,"(Rebecca (Becky) J., Bennett)"
17196,"(Richard, Orwig)"
17197,"(John, Pendley)"
17198,"(James, Baker)"
17199,"(William, Flather)"
17200,"(Bonnie W., Morris)"
17201,"(Richard B., Dull)"
17202,"(Cynthia D., Tanner)"
17203,"(Doreen A., Thomas)"
17204,"(Marcus, Brazil)"
17205,"(David H., Lee)"
17206,"(Nicholas C., Wormald)"
17207,"(Yvonne Lederer, Antonucci)"
17208,"(Saravut, Yaipairoj)"
17209,"(Fotios, Harmantzis)"
17210,"(Taegoo Terry, Kim)"
17211,"(Yong Kun, Suh)"
17212,"(Gyehee, Lee)"
17213,"(Byong Gil, Choi)"
17214,"(Biing Shiunn, Yang)"
17215,"(Chao Cheng, Mai)"
17216,"(Elisabeth, Brauner)"
17217,"(Albrecht, Becker)"
17218,"(Santanu, Mitra)"
17219,"(Mahmud, Hossain)"
17220,"(Selma Limam, Mansar)"
17221,"(Andrea, Everard)"
17222,"(Ja-Chul, Gu)"
17223,"(Liu, Fan)"
17224,"(Yung Ho, Suh)"
17225,"(Charles D., Nicholson)"
17226,"(Sandesh, Sharanappa)"
17227,"(Wen, Chen)"
17228,"(Adam J., Fleischhacker)"
17229,"(Chonggun, Kim)"
17230,"(Mary, Wu)"
17231,"(Y. G., Yao)"
17232,"(F., Wang)"
17233,"(C. S., Hsieh)"
17234,"(C. T., Chen)"
17235,"(Jeffrey, Heer)"
17236,"(T. P., Lu)"
17237,"(Chung Cheng, Lu)"
17238,"(Kune Muh, Tsai)"
17239,"(Jung Hung, Chen)"
17240,"(Rebecca E., Morss)"
17241,"(Julie L., Demuth)"
17242,"(Ann, Bostrom)"
17243,"(Jeffrey K., Lazo)"
17244,"(Heather, Lazrus)"
17245,"(Eugene, Khmelnitsky)"
17246,"(Yuxin, Chen)"
17247,"(A. Petek, Gursel)"
17248,"(Geoff, Bomba)"
17249,"(M.M., Wang)"
17250,"(T., Ji)"
17251,"(Cipriana, Sava)"
17252,"(Adrian Nicolae, Mateia)"
17253,"(Joakim, Kalvenes)"
17254,"(Jeffery, Kennington)"
17255,"(Eli, Olinick)"
17256,"(Dongsong, Zhang)"
17257,"(Justin, Zhan)"
17258,"(Rhian, Silvestro)"
17259,"(Claudio, Silvestro)"
17260,"(Thomas P., Lyon)"
17261,"(John W., Maxwell)"
17262,"(Reuben R., McDaniel)"
17263,"(Yi Ming, Tu)"
17264,"(Wei Yang, Wang)"
17265,"(Leslie I., Ward-Geiger)"
17266,"(Gregory K., Silber)"
17267,"(René D., Baumstark)"
17268,"(Tanya L., Pulfer)"
17269,"(Robert S., Ludwig)"
17270,"(Michael J., Piovoso)"
17271,"(Nan, Wu)"
17272,"(Lie Fern, Hsu)"
17273,"(Jia Tzer, Hsu)"
17274,"(Harald, Hagemann)"
17275,"(Antonis G., Gotsis)"
17276,"(Dimitris I., Komnakos)"
17277,"(Demosthenes D., Vouyioukas)"
17278,"(Philip, Constantinou)"
17279,"(Zimin, Yang)"
17280,"(Gabriella Y., Carolini)"
17281,"(Joel, Palmius)"
17282,"(Hamid, Ekbia)"
17283,"(Bonnie, Nardi)"
17284,"(Chunneng, Huang)"
17285,"(M., Mahesh)"
17286,"(Ravi, Dhar)"
17287,"(Ning, Zhu)"
17288,"(Elisabeth, Jelfs)"
17289,"(Michael G., Alles)"
17290,"(W. N., Liu)"
17291,"(L. J., Zheng)"
17292,"(D. H., Sun)"
17293,"(X. Y., Liao)"
17294,"(M., Zhao)"
17295,"(J. M., Su)"
17296,"(Y. X., Liu)"
17297,"(Jiammin, Jia)"
17298,"(José Poças, Rascão)"
17299,"(Mira, Farka)"
17300,"(Changhoon, Kim)"
17301,"(Matthew, Caesar)"
17302,"(Jennifer, Rexford)"
17303,"(Shu Hsien, Liao)"
17304,"(Pei Yuan, Hsian)"
17305,"(Guo Liang, Wu)"
17306,"(Catherine, Blake)"
17307,"(Wanda, Pratt)"
17308,"(Martin, Utley)"
17309,"(Rose, Baker)"
17310,"(L. C.M., Pires)"
17311,"(J. D.A., Carvalho)"
17312,"(N. A., Moreira)"
17313,"(Giandomenico, Caruso)"
17314,"(Guido M., Re)"
17315,"(Marina, Carulli)"
17316,"(Monica, Bordegoni)"
17317,"(Satish, Krishnan)"
17318,"(Malte, Schmidt)"
17319,"(Lars, Thoroe)"
17320,"(Matthias, Schumann)"
17321,"(Andrzej, Karlowski)"
17322,"(Jerzy, Paslawski)"
17323,"(Blackford, Middleton)"
17324,"(Elena I., Neaga)"
17325,"(Jennifer A., Harding)"
17326,"(Tanushree, Roy)"
17327,"(C., Karrer)"
17328,"(K., Alicke)"
17329,"(H. O., Günther)"
17330,"(Ron, Hodges)"
17331,"(Vinit Kumar, Mishra)"
17332,"(Dhanesh, Padmanabhan)"
17333,"(In Jae, Jeong)"
17334,"(Seung Bin, Yim)"
17335,"(Marné, de Vries)"
17336,"(Aurona, Gerber)"
17337,"(Alta, van der Merwec)"
17338,"(A., Aiello)"
17339,"(M. Mango, Furnari)"
17340,"(A., Massarotti)"
17341,"(S., Brandi)"
17342,"(V., Caputo)"
17343,"(V., Barone)"
17344,"(Derek, Dreyer)"
17345,"(Andreas, Rossberg)"
17346,"(Patric R., Spence)"
17347,"(J. J., McIntyre)"
17348,"(Kenneth A., Lachlan)"
17349,"(Maureen E., Savage)"
17350,"(Matthew W., Seeger)"
17351,"(Rosaria, Burchielli)"
17352,"(Annie, Delaney)"
17353,"(Jane, Tate)"
17354,"(Kylie, Coventry)"
17355,"(Behnam, Behdani)"
17356,"(J. Cole, Smith)"
17357,"(Y., Xia)"
17358,"(Xiao, Cai)"
17359,"(Mohammad Saleh, Owlia)"
17360,"(Martin, Nol)"
17361,"(Bernard F., Lamond)"
17362,"(Manbir S., Sodhi)"
17363,"(Ronald D., Dearing)"
17364,"(Richard V., Helgason)"
17365,"(Tom, Hatton)"
17366,"(William, Young)"
17367,"(Peipei, Li)"
17368,"(Xindong, Wu)"
17369,"(Xuegang, Hu)"
17370,"(Qianhui, Liang)"
17371,"(Emmanuel, Caillaud)"
17372,"(Bertrand, Rose)"
17373,"(Paras M, Agrawal)"
17374,"(Enrico, Natalizio)"
17375,"(Valeria, Loscrí)"
17376,"(Xiaolin, Wang)"
17377,"(Narayanaswamy, Balakrishnan)"
17378,"(Bo, Guo)"
17379,"(Jesus, Ferreiro)"
17380,"(Felipe, Serrano)"
17381,"(John-Paul B., Clarke)"
17382,"(Senay, Solak)"
17383,"(Liling, Ren)"
17384,"(Adan E., Vela)"
17385,"(Shih Tao, Huang)"
17386,"(Asao, Ando)"
17387,"(Bo, Meng)"
17388,"(M. V., Shivaani)"
17389,"(P. K., Jain)"
17390,"(Surendra S., Yadav)"
17391,"(William Y.C., Wang)"
17392,"(David J., Pauleen)"
17393,"(Amy Wenxuan, Ding)"
17394,"(Patrali, Chatterjee)"
17395,"(Matteo, Vasirani)"
17396,"(Sascha, Ossowski)"
17397,"(Yan, Lu)"
17398,"(Herve, Panetto)"
17399,"(Yihua, Ni)"
17400,"(Erhan, Kutanoglu)"
17401,"(B., Das)"
17402,"(S., Rahimifard)"
17403,"(C. J., Anumba)"
17404,"(N., Bouchlaghem)"
17405,"(Tijana, Radojević)"
17406,"(Nikica, Radović)"
17407,"(Gabriela, Schutz)"
17408,"(Martin R, West)"
17409,"(Ludger, Wossmann)"
17410,"(Tudor, Bodea)"
17411,"(Laurie, Garrow)"
17412,"(Jui Min, Li)"
17413,"(Jen Shou, Yang)"
17414,"(Hsin Hsi, Wu)"
17415,"(Grazyna, Marciniak)"
17416,"(Hilda, Loughran)"
17417,"(Mary Ellen, McCann)"
17418,"(Erwin, Hofman)"
17419,"(Johannes, Halman)"
17420,"(Gloria, Barczak)"
17421,"(Erik Jan, Hultink)"
17422,"(Fareena, Sultan)"
17423,"(Anita, Petrick)"
17424,"(Claudius, Steinhardt)"
17425,"(Jochen, Gönsch)"
17426,"(Robert, Klein)"
17427,"(Stephen L., Walston)"
17428,"(Christina Juris, Bennett)"
17429,"(Abeer, Al-Harbi)"
17430,"(Sharma, Pillutla)"
17431,"(Huaming, Zhou)"
17432,"(Dong Qing, Yao)"
17433,"(Lock Jo, Koo)"
17434,"(Chang Ho, Lee)"
17435,"(Jinping, Ma)"
17436,"(Hazel, Gillard)"
17437,"(Natalie, Mitev)"
17438,"(Helen, Richardson)"
17439,"(Asaf, Bitton)"
17440,"(Gregory R., Schwartz)"
17441,"(Elizabeth E., Stewart)"
17442,"(Daniel E., Henderson)"
17443,"(Carol A., Keohane)"
17444,"(Gordon D., Schiff)"
17445,"(Ilias, Iakovidis)"
17446,"(Gail, Corbitt)"
17447,"(James, Sager)"
17448,"(Stanley C., Gardiner)"
17449,"(Emilio, Larrodé)"
17450,"(José Mara, Moreno-Jiménez)"
17451,"(M. Victoria, Muerza)"
17452,"(Z., Yu)"
17453,"(M., Dong)"
17454,"(Dennis, Zuev)"
17455,"(Jane Murray, Cramm)"
17456,"(Anna Petra, Nieboer)"
17457,"(Hyunjung, Lee)"
17458,"(Harksoo, Kim)"
17459,"(Jungyun, Seo)"
17460,"(Tanja, Perko)"
17461,"(Catrinel, Turcanu)"
17462,"(Benny, Carlé)"
17463,"(Bengt, Larsson)"
17464,"(Jan, Sundqvist)"
17465,"(Stephen, Emmitt)"
17466,"(Phil, Brown)"
17467,"(Alissa, Cordner)"
17468,"(Ling, Hu)"
17469,"(P. S., Chong)"
17470,"(Ö. S., Benli)"
17471,"(L., Goel)"
17472,"(P., Wang)"
17473,"(Yee Ming, Chen)"
17474,"(Cheng-Wei, Wei)"
17475,"(Jaime, Miranda)"
17476,"(Abhijit, Jain)"
17477,"(Munir, Mandviwalla)"
17478,"(H. R., Siller)"
17479,"(A., Estruch)"
17480,"(C., Vila)"
17481,"(J. V., Abellan)"
17482,"(F., Romero)"
17483,"(Jörg, Claussen)"
17484,"(Tobias, Kretschmer)"
17485,"(Philip, Mayrhofer)"
17486,"(Vincent, Yen)"
17487,"(Bettina, Fazzinga)"
17488,"(Sergio, Flesca)"
17489,"(Filippo, Furfaro)"
17490,"(Elio, Masciari)"
17491,"(Matthew H., Henry)"
17492,"(Ping, Jiang)"
17493,"(Irfan, Ertuǧrul)"
17494,"(Esra, Aytaç)"
17495,"(Bruce, Robinson)"
17496,"(Frank K.Y., Chan)"
17497,"(Kartikeya S., Puranam)"
17498,"(Thin-Yin, Leong)"
17499,"(Christine, Miller)"
17500,"(F., Stuart Wells)"
17501,"(E. W. T., Ngai)"
17502,"(E. C., Mamatzakis)"
17503,"(Lionel, Ho)"
17504,"(Markus, Hainthaler)"
17505,"(Gayle, Newcombe)"
17506,"(Igor, Nikolíc)"
17507,"(Gerard P.J., Dijkema)"
17508,"(Bo, Ji)"
17509,"(Yang Dong, Ye)"
17510,"(Yu, Xiao)"
17511,"(Su, Chen)"
17512,"(Beng Chin, Ooi)"
17513,"(Kian-Lee, Tan)"
17514,"(Zibin, Song)"
17515,"(Lijuan, Xing)"
17516,"(Prakash K., Chathoth)"
17517,"(Marco, Muro)"
17518,"(Michele, Amoretti)"
17519,"(Francesco, Zanichelli)"
17520,"(Gianni, Conte)"
17521,"(John, Peabody)"
17522,"(Riti, Shimkhada)"
17523,"(Stella, Quimbo)"
17524,"(Jhiedon, Florentino)"
17525,"(Marife, Bacate)"
17526,"(Charles E., McCulloch)"
17527,"(Orville, Solon)"
17528,"(Pingyu, Jiang)"
17529,"(Jun, Hong)"
17530,"(Kai, Reimers)"
17531,"(Mingzhi, Li)"
17532,"(Brian, Gedlinske)"
17533,"(Georg, Meyer)"
17534,"(Paul E., Johnson)"
17535,"(Mohamed, Elidrisi)"
17536,"(William A., Rush)"
17537,"(Jo Ann M., Sperl-Hillen)"
17538,"(Patrick J., O'Connor)"
17539,"(Amir, Sharif)"
17540,"(Geoffrey C., Lamb)"
17541,"(Maureen A., Smith)"
17542,"(William B., Weeks)"
17543,"(Christopher, Queram)"
17544,"(Jianfeng, Wang)"
17545,"(David, Solan)"
17546,"(Abe, Ghods)"
17547,"(Carmen, Cox)"
17548,"(Stephen, Burgess)"
17549,"(Carmine, Sellitto)"
17550,"(Jeremy, Buultjens)"
17551,"(Ron, Borland)"
17552,"(David, Young)"
17553,"(Ken, Coghill)"
